,name,y,x,z,,,,,,,,,,h,dx,dy,dz,dd,,,,,fix,,,time,,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,p
42,pt41,877991.5663,2107416.8579,124.6029," 52:36:22.32173"," 41:26:36.99513",132.8795,,,,,,,2.0922,0.0098,0.0026,0.0102,0.0062,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:53:17.0,2022-02-02 09:53:19.0,2022-02-02 06:53:17.0,2022-02-02 06:53:19.0,бровка,2.0,41,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:05:02"," 76:05:49.70"," -00:33:00"," 02:00:36"," 150:48:00.00"," 52:36:22.32174"," 41:26:36.99513",124.6029,18690.7484," 351:02:38.16411",0.0000,,,,,,,0:0:2
43,pt42,877990.3801,2107422.9453,123.4693," 52:36:22.28346"," 41:26:37.31864",131.7459,,,,,,,2.0922,0.0023,0.0034,0.0041,0.0015,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:53:40.0,2022-02-02 09:53:42.0,2022-02-02 06:53:40.0,2022-02-02 06:53:42.0,подошва,2.0,40,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:51:36"," 178:44:03.01"," 00:51:00"," -00:07:48"," 07:25:48.00"," 52:36:22.28348"," 41:26:37.31864",123.4693,18692.8732," 351:01:33.84764",0.0000,,,,,,,0:0:2
44,pt43,877993.2523,2107410.0670,124.8694," 52:36:22.37615"," 41:26:36.63421",133.1460,,,,,,,2.0922,0.0061,0.0062,0.0087,0.0030,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:54:13.0,2022-02-02 09:54:15.0,2022-02-02 06:54:13.0,2022-02-02 06:54:15.0,ось,3.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:37:41"," 98:44:07.77"," 00:09:00"," 00:36:36"," 202:33:00.00"," 52:36:22.37616"," 41:26:36.63421",124.8694,18688.0259," 351:03:49.30928",0.0000,,,,,,,0:0:2
45,pt44,877993.6492,2107405.8705,124.8092," 52:36:22.38892"," 41:26:36.41121",133.0858,,,,,,,2.0922,0.0059,0.0074,0.0094,0.0017,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:54:25.0,2022-02-02 09:54:27.0,2022-02-02 06:54:25.0,2022-02-02 06:54:27.0,кромка,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:22:50"," 349:27:51.03"," 00:51:36"," 01:04:48"," 117:59:24.00"," 52:36:22.38893"," 41:26:36.41121",124.8092,18686.9825," 351:04:34.38776",0.0000,,,,,,,0:0:2
46,pt45,877993.7296,2107403.6096,124.6242," 52:36:22.39148"," 41:26:36.29106",132.9008,,,,,,,2.0922,0.0025,0.0028,0.0037,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:54:36.0,2022-02-02 09:54:38.0,2022-02-02 06:54:36.0,2022-02-02 06:54:38.0,бровка,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:28:29"," 270:30:02.38"," 01:22:48"," -00:31:12"," 111:09:00.00"," 52:36:22.39149"," 41:26:36.29106",124.6242,18686.5533," 351:04:58.90551",0.0000,,,,,,,0:0:2
47,pt46,877993.1436,2107396.1715,123.0543," 52:36:22.37239"," 41:26:35.89582",131.3309,,,,,,,2.0922,0.0025,0.0020,0.0032,0.0031,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:55:05.0,2022-02-02 09:55:07.0,2022-02-02 06:55:05.0,2022-02-02 06:55:07.0,подошва,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:01:44"," 97:25:52.82"," -00:57:36"," 00:22:12"," 118:30:36.00"," 52:36:22.37240"," 41:26:35.89582",123.0543,18685.9868," 351:06:21.02434",0.0000,,,,,,,0:0:2
48,pt47,877992.8047,2107393.6600,122.9260," 52:36:22.36138"," 41:26:35.76238",131.2026,,,,,,,2.0922,0.0037,0.0063,0.0074,0.0019,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:55:18.0,2022-02-02 09:55:20.0,2022-02-02 06:55:18.0,2022-02-02 06:55:20.0,рельеф,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:32:15"," 124:37:39.27"," -01:37:48"," 03:08:24"," 187:13:12.00"," 52:36:22.36139"," 41:26:35.76238",122.9260,18685.9340," 351:06:48.99308",0.0000,,,,,,,0:0:2
49,pt48,877992.6826,2107390.8580,123.0399," 52:36:22.35738"," 41:26:35.61349",131.3165,,,,,,,2.0922,0.0035,0.0030,0.0047,0.0031,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:55:30.0,2022-02-02 09:55:32.0,2022-02-02 06:55:30.0,2022-02-02 06:55:32.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:04:08"," 30:09:49.84"," 00:19:12"," 01:01:12"," 137:34:48.00"," 52:36:22.35739"," 41:26:35.61349",123.0399,18685.6216," 351:07:19.76151",0.0000,,,,,,,0:0:2
50,pt49,877991.8826,2107384.3198,123.2408," 52:36:22.33138"," 41:26:35.26608",131.5174,,,,,,,2.0922,0.0050,0.0011,0.0051,0.0057,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:55:44.0,2022-02-02 09:55:46.0,2022-02-02 06:55:44.0,2022-02-02 06:55:46.0,рельеф,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:05:12"," 290:53:12.98"," 01:42:36"," -02:34:12"," 167:16:12.00"," 52:36:22.33139"," 41:26:35.26608",123.2408,18685.4034," 351:08:32.43609",0.0000,,,,,,,0:0:2
51,pt50,877968.9601,2107403.3628,124.7368," 52:36:21.59015"," 41:26:36.27868",133.0134,,,,,,,2.0922,0.0057,0.0009,0.0058,0.0048,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:57:16.0,2022-02-02 09:57:18.0,2022-02-02 06:57:16.0,2022-02-02 06:57:18.0,бровка,2.0,36,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:55:19"," 274:17:13.44"," 00:44:24"," -00:33:00"," 130:54:36.00"," 52:36:21.59017"," 41:26:36.27868",124.7368,18710.9854," 351:05:43.91891",0.0000,,,,,,,0:0:2
52,pt51,877968.8942,2107405.5589,124.8904," 52:36:21.58806"," 41:26:36.39538",133.1670,,,,,,,2.0922,0.0072,0.0052,0.0088,0.0007,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:57:27.0,2022-02-02 09:57:29.0,2022-02-02 06:57:27.0,2022-02-02 06:57:29.0,кромка,2.0,31,21,1.4000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:28:02"," 293:31:33.60"," 00:59:24"," 02:15:36"," 47:10:12.00"," 52:36:21.58808"," 41:26:36.39538",124.8904,18711.3899," 351:05:20.11309",0.0000,,,,,,,0:0:2
53,pt52,877968.5009,2107409.4414,124.9339," 52:36:21.57541"," 41:26:36.60170",133.2105,,,,,,,2.0922,0.0030,0.0049,0.0057,0.0103,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:57:38.0,2022-02-02 09:57:40.0,2022-02-02 06:57:38.0,2022-02-02 06:57:40.0,ось,2.0,39,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:36:34"," 276:18:59.43"," 01:42:00"," 01:58:48"," 46:57:00.00"," 52:36:21.57542"," 41:26:36.60170",124.9339,18712.3800," 351:04:38.50343",0.0000,,,,,,,0:0:2
54,pt53,877967.9738,2107413.6437,124.8925," 52:36:21.55843"," 41:26:36.82502",133.1691,,,,,,,2.0922,0.0081,0.0036,0.0089,0.0008,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:57:50.0,2022-02-02 09:57:52.0,2022-02-02 06:57:50.0,2022-02-02 06:57:52.0,кромка,6.0,40,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:46:43"," 07:46:20.68"," 00:53:24"," 01:32:24"," 127:47:24.00"," 52:36:21.55844"," 41:26:36.82502",124.8925,18713.5532," 351:03:53.64533",0.0000,,,,,,,0:0:2
55,pt54,877968.5146,2107416.3341,124.7017," 52:36:21.57598"," 41:26:36.96797",132.9783,,,,,,,2.0922,0.0018,0.0038,0.0042,0.0028,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:58:01.0,2022-02-02 09:58:03.0,2022-02-02 06:58:01.0,2022-02-02 06:58:03.0,бровка,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:28:51"," 56:19:13.82"," -00:20:24"," -00:20:24"," 11:19:12.00"," 52:36:21.57599"," 41:26:36.96797",124.7017,18713.4377," 351:03:23.42328",0.0000,,,,,,,0:0:2
56,pt55,877943.5087,2107415.6395,124.7949," 52:36:20.76685"," 41:26:36.93180",133.0715,,,,,,,2.0922,0.0188,0.0052,0.0195,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:58:29.0,2022-02-02 09:58:31.0,2022-02-02 06:58:29.0,2022-02-02 06:58:31.0,бровка,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:33:29"," 332:13:04.18"," -00:26:24"," 02:31:12"," 52:19:12.00"," 52:36:20.76686"," 41:26:36.93180",124.7949,18738.0366," 351:04:13.77800",0.0000,,,,,,,0:0:2
57,pt56,877943.7831,2107413.4010,124.9365," 52:36:20.77584"," 41:26:36.81283",133.2131,,,,,,,2.0922,0.0071,0.0055,0.0090,0.0071,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:58:41.0,2022-02-02 09:58:43.0,2022-02-02 06:58:41.0,2022-02-02 06:58:43.0,кромка,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:51:32"," 87:20:18.61"," 00:56:24"," 02:42:00"," 196:31:12.00"," 52:36:20.77585"," 41:26:36.81283",124.9365,18737.4130," 351:04:37.64579",0.0000,,,,,,,0:0:2
58,pt57,877942.6432,2107422.2996,123.5237," 52:36:20.73912"," 41:26:37.28572",131.8003,,,,,,,2.0922,0.0017,0.0024,0.0030,0.0008,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:59:08.0,2022-02-02 09:59:10.0,2022-02-02 06:59:08.0,2022-02-02 06:59:10.0,подошва,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:27:12"," 323:55:23.53"," -00:18:00"," 00:20:24"," 12:30:00.00"," 52:36:20.73913"," 41:26:37.28572",123.5237,18739.9268," 351:03:02.82988",0.0000,,,,,,,0:0:2
59,pt58,877942.5785,2107423.8104,123.4836," 52:36:20.73705"," 41:26:37.36601",131.7602,,,,,,,2.0922,0.0133,0.0073,0.0152,0.0034,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:59:19.0,2022-02-02 09:59:21.0,2022-02-02 06:59:19.0,2022-02-02 06:59:21.0,рельеф,3.0,39,31,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:03:19"," 314:07:04.27"," -01:17:24"," 01:36:00"," 05:15:00.00"," 52:36:20.73706"," 41:26:37.36601",123.4836,18740.2259," 351:02:46.51322",0.0000,,,,,,,0:0:2
60,pt59,877942.5162,2107426.4252,123.5535," 52:36:20.73508"," 41:26:37.50496",131.8301,,,,,,,2.0922,0.0031,0.0041,0.0051,0.0068,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:59:29.0,2022-02-02 09:59:31.0,2022-02-02 06:59:29.0,2022-02-02 06:59:31.0,рельеф,4.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:42:41"," 284:51:51.96"," -00:16:12"," 01:41:24"," 05:47:24.00"," 52:36:20.73509"," 41:26:37.50496",123.5535,18740.6944," 351:02:18.19034",0.0000,,,,,,,0:0:2
61,pt60,877942.9043,2107432.8792,123.5794," 52:36:20.74775"," 41:26:37.84790",131.8560,,,,,,,2.0922,0.0095,0.0010,0.0096,0.0021,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 09:59:44.0,2022-02-02 09:59:46.0,2022-02-02 06:59:44.0,2022-02-02 06:59:46.0,рельеф,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:53:28"," 329:46:39.60"," -00:38:24"," 00:37:12"," 13:52:12.00"," 52:36:20.74777"," 41:26:37.84790",123.5794,18741.3173," 351:01:07.35832",0.0000,,,,,,,0:0:2
62,pt61,877943.3310,2107409.3227,124.9979," 52:36:20.76114"," 41:26:36.59614",133.2745,,,,,,,2.0922,0.0166,0.0081,0.0184,0.0022,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:00:59.0,2022-02-02 10:01:01.0,2022-02-02 07:00:59.0,2022-02-02 07:01:01.0,ось,2.0,41,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:54:19"," 54:20:49.12"," 00:37:48"," 00:39:00"," 188:27:00.00"," 52:36:20.76115"," 41:26:36.59614",124.9979,18737.2273," 351:05:22.77043",0.0000,,,,,,,0:0:2
63,pt62,877943.3181,2107405.1987,124.9449," 52:36:20.76065"," 41:26:36.37699",133.2215,,,,,,,2.0922,0.0059,0.0045,0.0074,0.0024,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:01:12.0,2022-02-02 10:01:14.0,2022-02-02 07:01:12.0,2022-02-02 07:01:14.0,кромка,3.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:02:01"," 236:24:36.79"," 00:40:12"," 01:55:12"," 345:38:24.00"," 52:36:20.76066"," 41:26:36.37699",124.9449,18736.6019," 351:06:07.64653",0.0000,,,,,,,0:0:2
64,pt63,877943.0047,2107402.8832,124.8068," 52:36:20.75047"," 41:26:36.25396",133.0834,,,,,,,2.0922,0.0020,0.0036,0.0041,0.0020,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:01:24.0,2022-02-02 10:01:26.0,2022-02-02 07:01:24.0,2022-02-02 07:01:26.0,бровка,5.0,41,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:37:53"," 294:57:56.57"," 00:37:12"," -00:07:12"," 125:55:12.00"," 52:36:20.75048"," 41:26:36.25396",124.8068,18736.5541," 351:06:33.36407",0.0000,,,,,,,0:0:2
65,pt64,877943.2109,2107396.3816,123.3317," 52:36:20.75702"," 41:26:35.90847",131.6083,,,,,,,2.0922,0.0011,0.0025,0.0028,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:01:45.0,2022-02-02 10:01:47.0,2022-02-02 07:01:45.0,2022-02-02 07:01:47.0,подошва,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:42:15"," 177:50:23.36"," -00:41:24"," -00:08:24"," 166:22:12.00"," 52:36:20.75703"," 41:26:35.90847",123.3317,18735.3524," 351:07:43.73534",0.0000,,,,,,,0:0:2
66,pt65,877943.4883,2107393.7716,123.2646," 52:36:20.76595"," 41:26:35.76977",131.5412,,,,,,,2.0922,0.0073,0.0048,0.0087,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:01:58.0,2022-02-02 10:02:00.0,2022-02-02 07:01:58.0,2022-02-02 07:02:00.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:20:13"," 80:49:55.30"," 00:16:48"," 02:19:12"," 177:42:36.00"," 52:36:20.76596"," 41:26:35.76977",123.2646,18734.6761," 351:08:11.65634",0.0000,,,,,,,0:0:2
67,pt66,877943.5223,2107390.8402,123.3173," 52:36:20.76699"," 41:26:35.61400",131.5939,,,,,,,2.0922,0.0027,0.0053,0.0059,0.0011,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:02:08.0,2022-02-02 10:02:10.0,2022-02-02 07:02:08.0,2022-02-02 07:02:10.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:36:32"," 113:15:07.17"," -00:50:24"," 03:30:36"," 189:48:36.00"," 52:36:20.76701"," 41:26:35.61400",123.3173,18734.1909," 351:08:43.48992",0.0000,,,,,,,0:0:2
68,pt67,877943.4919,2107385.8947,123.6618," 52:36:20.76592"," 41:26:35.35120",131.9384,,,,,,,2.0922,0.0048,0.0023,0.0053,0.0047,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:02:23.0,2022-02-02 10:02:25.0,2022-02-02 07:02:23.0,2022-02-02 07:02:25.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:23:07"," 199:36:25.71"," -02:22:48"," -00:09:36"," 195:45:36.00"," 52:36:20.76593"," 41:26:35.35120",123.6618,18733.4590," 351:09:37.34637",0.0000,,,,,,,0:0:2
69,pt68,877917.8116,2107402.4412,124.9344," 52:36:19.93544"," 41:26:36.23121",133.2110,,,,,,,2.0922,0.0091,0.0037,0.0098,0.0059,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:03:49.0,2022-02-02 10:03:51.0,2022-02-02 07:03:49.0,2022-02-02 07:03:51.0,бровка,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:14:21"," 298:25:58.40"," 02:06:36"," 00:45:00"," 98:51:36.00"," 52:36:19.93545"," 41:26:36.23121",124.9344,18761.3764," 351:07:20.97412",0.0000,,,,,,,0:0:2
70,pt69,877917.6453,2107404.8181,125.0483," 52:36:19.93010"," 41:26:36.35752",133.3249,,,,,,,2.0922,0.0157,0.0051,0.0165,0.0027,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:04:01.0,2022-02-02 10:04:03.0,2022-02-02 07:04:01.0,2022-02-02 07:04:03.0,кромка,1.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:45:46"," 243:00:22.05"," 00:37:48"," 00:25:48"," 28:41:24.00"," 52:36:19.93011"," 41:26:36.35752",125.0483,18761.9071," 351:06:55.43739",0.0000,,,,,,,0:0:2
71,pt70,877916.7994,2107408.8079,125.1056," 52:36:19.90280"," 41:26:36.56956",133.3822,,,,,,,2.0922,0.0039,0.0078,0.0087,0.0043,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:04:17.0,2022-02-02 10:04:19.0,2022-02-02 07:04:17.0,2022-02-02 07:04:19.0,ось,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:02:37"," 192:21:50.42"," 00:59:24"," -00:19:48"," 30:48:00.00"," 52:36:19.90282"," 41:26:36.56956",125.1056,18763.3593," 351:06:13.53822",0.0000,,,,,,,0:0:2
72,pt71,877917.1792,2107412.8420,125.0392," 52:36:19.91516"," 41:26:36.78391",133.3158,,,,,,,2.0922,0.0108,0.0138,0.0175,0.0015,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:04:34.0,2022-02-02 10:04:36.0,2022-02-02 07:04:34.0,2022-02-02 07:04:36.0,кромка,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:19:36"," 91:44:39.16"," 00:30:36"," 02:16:12"," 194:24:00.00"," 52:36:19.91518"," 41:26:36.78391",125.0391,18763.6086," 351:05:29.07883",0.0000,,,,,,,0:0:2
73,pt72,877916.6580,2107415.8372,124.8210," 52:36:19.89836"," 41:26:36.94309",133.0976,,,,,,,2.0922,0.0067,0.0015,0.0069,0.0013,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:04:47.0,2022-02-02 10:04:49.0,2022-02-02 07:04:47.0,2022-02-02 07:04:49.0,бровка,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:44:58"," 153:38:08.99"," 00:23:24"," -00:38:24"," 32:16:48.00"," 52:36:19.89837"," 41:26:36.94309",124.8210,18764.5885," 351:04:57.43836",0.0000,,,,,,,0:0:2
74,pt73,877894.4895,2107415.7491,124.8484," 52:36:19.18118"," 41:26:36.93906",133.1250,,,,,,,2.0922,0.0045,0.0062,0.0077,0.0027,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:05:30.0,2022-02-02 10:05:32.0,2022-02-02 07:05:30.0,2022-02-02 07:05:32.0,ось гр,2.0,37,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:45:20"," 112:56:32.34"," -00:36:00"," -01:39:00"," 42:55:12.00"," 52:36:19.18119"," 41:26:36.93906",124.8484,18786.4757," 351:05:36.12373",0.0000,,,,,,,0:0:2
75,pt74,877894.9628,2107414.7064,125.0013," 52:36:19.19648"," 41:26:36.88364",133.2779,,,,,,,2.0922,0.0100,0.0026,0.0103,0.0016,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:05:45.0,2022-02-02 10:05:47.0,2022-02-02 07:05:45.0,2022-02-02 07:05:47.0,рельеф,2.0,39,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:32:30"," 45:37:58.64"," 00:58:48"," 01:11:24"," 175:06:00.00"," 52:36:19.19649"," 41:26:36.88364",125.0013,18785.8461," 351:05:46.63051",0.0000,,,,,,,0:0:2
76,pt75,877895.0946,2107412.6908,125.0815," 52:36:19.20070"," 41:26:36.77653",133.3581,,,,,,,2.0922,0.0025,0.0095,0.0098,0.0007,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:05:56.0,2022-02-02 10:05:58.0,2022-02-02 07:05:56.0,2022-02-02 07:05:58.0,кромка,2.0,39,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:08:27"," 80:16:18.75"," 00:34:48"," 04:06:00"," 178:18:36.00"," 52:36:19.20071"," 41:26:36.77653",125.0815,18785.4038," 351:06:08.27175",0.0000,,,,,,,0:0:2
77,pt76,877895.2478,2107408.5632,125.1587," 52:36:19.20558"," 41:26:36.55719",133.4353,,,,,,,2.0922,0.0066,0.0028,0.0072,0.0013,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:06:24.0,2022-02-02 10:06:26.0,2022-02-02 07:06:24.0,2022-02-02 07:06:26.0,ось,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:03:39"," 07:28:56.37"," 00:03:36"," 00:00:36"," 178:01:12.00"," 52:36:19.20560"," 41:26:36.55719",125.1587,18784.6141," 351:06:52.79056",0.0000,,,,,,,0:0:2
78,pt77,877895.1151,2107404.5391,125.0693," 52:36:19.20122"," 41:26:36.34336",133.3459,,,,,,,2.0922,0.0087,0.0130,0.0156,0.0002,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:06:35.0,2022-02-02 10:06:37.0,2022-02-02 07:06:35.0,2022-02-02 07:06:37.0,кромка,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:04:12"," 289:24:36.00"," 00:00:00"," -00:04:12"," 199:24:36.00"," 52:36:19.20123"," 41:26:36.34336",125.0692,18784.1244," 351:07:36.67481",0.0000,,,,,,,0:0:2
79,pt78,877895.1703,2107401.7003,124.9788," 52:36:19.20295"," 41:26:36.19251",133.2554,,,,,,,2.0922,0.0064,0.0016,0.0066,0.0019,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:06:48.0,2022-02-02 10:06:50.0,2022-02-02 07:06:48.0,2022-02-02 07:06:50.0,бровка,2.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:46:32"," 324:01:15.06"," 01:45:00"," -00:18:00"," 153:45:00.00"," 52:36:19.20297"," 41:26:36.19251",124.9788,18783.6326," 351:08:07.38244",0.0000,,,,,,,0:0:2
80,pt79,877894.0584,2107394.6515,123.6947," 52:36:19.16686"," 41:26:35.81798",131.9713,,,,,,,2.0922,0.0061,0.0020,0.0064,0.0012,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:07:39.0,2022-02-02 10:07:41.0,2022-02-02 07:07:39.0,2022-02-02 07:07:41.0,подошва,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:23:12"," 186:04:45.35"," -00:28:12"," -02:20:24"," 107:25:48.00"," 52:36:19.16687"," 41:26:35.81798",123.6947,18783.6511," 351:09:25.74632",0.0000,,,,,,,0:0:2
81,pt80,877893.8277,2107391.4967,123.6416," 52:36:19.15934"," 41:26:35.65036",131.9182,,,,,,,2.0922,0.0025,0.0001,0.0025,0.0010,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:07:51.0,2022-02-02 10:07:53.0,2022-02-02 07:07:51.0,2022-02-02 07:07:53.0,рельеф,3.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:52:42"," 223:52:40.05"," -01:41:24"," -00:49:12"," 197:59:24.00"," 52:36:19.15935"," 41:26:35.65036",123.6416,18783.3947," 351:10:00.36803",0.0000,,,,,,,0:0:2
82,pt81,877893.5942,2107388.1690,123.7170," 52:36:19.15172"," 41:26:35.47354",131.9936,,,,,,,2.0922,0.0031,0.0053,0.0061,0.0031,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:08:03.0,2022-02-02 10:08:05.0,2022-02-02 07:08:03.0,2022-02-02 07:08:05.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:22:37"," 288:58:27.12"," 02:15:36"," -02:30:36"," 157:00:00.00"," 52:36:19.15174"," 41:26:35.47354",123.7170,18783.1143," 351:10:36.87243",0.0000,,,,,,,0:0:2
83,pt82,877893.4362,2107384.8602,123.9435," 52:36:19.14655"," 41:26:35.29772",132.2201,,,,,,,2.0922,0.0012,0.0017,0.0021,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 10:08:13.0,2022-02-02 10:08:15.0,2022-02-02 07:08:13.0,2022-02-02 07:08:15.0,рельеф,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:07:08"," 321:46:20.79"," 00:58:48"," -00:32:24"," 170:37:48.00"," 52:36:19.14656"," 41:26:35.29772",123.9435,18782.7624," 351:11:13.04595",0.0000,,,,,,,0:0:2
